שם,מספר כתבה,כותרת,צפיות,תאריך יצירה
טל גורן,1076306,"פי 6,666: הפרש השכר המטורף ברשת בתי הקפה המפורסמת נחשף",423,26/07/2025 22:43
גיא מויאל,1076305,"נועה קירל ודניאל פרץ מתכננים ""שתי חגיגות"": זו הסיבה המפתיעה",721,26/07/2025 22:21
טל גורן,1076303,אדל בספלוב מעוררת סערה: מה עשה בנה עם סיגריה?,417,26/07/2025 22:18
ירון שמאי,1076304,"מחבר 'אבא עשיר אבא עני': ""זו ההשקעה שאני ממליץ עליה""",21409,26/07/2025 22:14
טל גורן,1076301,"כוכבי ""לאב איילנד"" בצעד דרמטי: זו ההחלטה הסופית שקיבלו",703,26/07/2025 22:05
יוסף דולגופולסקי,1076302,התובנות של הבינה המלאכותית על הביטקוין: ירד או יעלה?,735,26/07/2025 22:04
גיא מויאל,1076300,"אורטל עמר מובכת מכיוון לא צפוי: ""איך היה עם החבר החדש של אמא?""",27282,26/07/2025 21:51
טל גורן,1076299,בזכות טראמפ: תאגיד הבנקאות דרש מעובד להסיר פוסט על עזה,360,26/07/2025 21:47
כפיר אדר,1076285,איילה חסון לא מוכנה לשתוק יותר: ''בוחרים את המלחמות בחיים'',392,26/07/2025 21:25
גיא מויאל,1076294,"דיירי ""האח הגדול"" יפתיעו? זה הקשר הרומנטי החדש שמתפתח בבית",2395,26/07/2025 21:19
טל גורן,1076298,"אם הנרצח בנובה זועמת: ""איך ייתכן שרצחו לנו ילדים וכלום לא קורה?",280,26/07/2025 21:18
טל גורן,1076296,"חנוך מילביצקי מתייחס לראשונה לחקירה נגדו: ""בקרוב האמת תתגלה""",1077,26/07/2025 21:03
אפרת קרסנר,1076295,"איה כורם יוצאת לדרך חדשה: ""זהו, אני נפרדת""",433,26/07/2025 21:02
גיא מויאל,1076293,"הקריפטו היומי: מגמה חיובית בשוק, הביטקוין ממשיך לעלות",282,26/07/2025 20:56
כפיר אדר,1076283,ביטוח לאומי בהודעה חשובה: זה מה שיקרה עד ה-10.8,37191,26/07/2025 20:48
אפרת קרסנר,1076291,"אחרי 15 שנה: העיתונאי הבכיר ב""ישראל היום"" מסיים את תפקידו",624,26/07/2025 20:48
טל גורן,1076290,גופת גבר נמצאה באוטובוס שרוף: זו הסיבה לכך,296,26/07/2025 20:44
כפיר אדר,1076287,מגישת חדשות 13 מתפוצצת מכעס: ''ההגדרה של בושה וחרפה'',731,26/07/2025 20:33
כפיר אדר,1076284,רמי לוי ושופרסל בבעיה גדולה: כך המשלוחים הפכו לכאב ראש,629,26/07/2025 20:32
כפיר אדר,1076286,אחרי 14 שנים: סקאזי חטף את המכה הכי קשה בחיו,578,26/07/2025 20:29
כפיר אדר,1076288,אינטל בהחלטה דרמטית: זה מה שתעשה בחברה שמעסיקה מאות ישראלים,946,26/07/2025 20:28
ירון שמאי,1076289,עסקת ענק בהייטק הישראלי: החברה המפתיעה שנמכרת במאות מיליונים,2403,26/07/2025 20:27
רעי שני,1076271,"דירוג עשירי ישראל: אדלסון מכניסה מיליארדים, אייל עופר בירידה",5433,26/07/2025 20:24
אלמוג אמר,1076256,הרייטינג השבועי: מי לקח - האח הגדול או הזמר במסכה? ,654,26/07/2025 20:24
עמית  בהר,1076233,"הקריפטו השבועי: מגמה שלילית בשוק, המטבעות הפופולריים בירידה",285,26/07/2025 20:24
רוי שיינמן,1076148,ג'יי פי מורגן ממליצה לכם להשקיע באפיקים הבאים,4354,26/07/2025 20:24
הדר הראל,1076282,המזווה החכם: 5 מזונות בריאים שיחזיקו מעמד שנים ויחסכו לכם כסף,662,25/07/2025 18:08
הדר הראל,1076281, הבטן נפוחה? 5 משקאות תמימים שעלולים להיות האשמים הסודיים,742,25/07/2025 17:50
הדר הראל,1076280, לומדים למבחן? 10 שיטות מוכחות שיעזרו לכם לזכור הכל,431,25/07/2025 17:34
הדר הראל,1076279, הפרדוקס בעולם הפיננסים: זו הקריירה הכי מתגמלת שנשים לא רוצות,401,25/07/2025 17:23
הדר הראל,1076278," מוח פעיל בחופש הגדול: המדריך המלא להורים למניעת ""נסיגת הקיץ""",359,25/07/2025 17:07
הדר הראל,1076276, המיתוס נשבר: מחקר ענק חושף את מספר הצעדים היומי שישפר את בריאותכם,530,25/07/2025 16:55
כפיר אדר,1076275,מגיש ערוץ 14 יוצא לדרך חדשה: ''לא צריך להתפלא על ההאשמות'',10089,25/07/2025 16:49
רעי שני,1076268,"דירוג עשירי העולם: מאסק מפסיד 15 מיליארד דולר, בזוס חוגג בענק",3747,25/07/2025 16:00
עמית  בהר,1076273,הלחימה בין תאילנד לקמבודיה נמשכת: זה מקור הסכסוך,428,25/07/2025 14:56
אלמוג אמר,1076272,"ב-250 מיליון שקל: חברת הנדל""ן הישראלית השלימה הנפקת ענק ",811,25/07/2025 14:44
אלמוג אמר,1076269,"שי זהבי נחשפת: ""סגרתי את הדלת והתחלתי לבכות""",1204,25/07/2025 14:23
כפיר אדר,1076225,ארז איסקוב לא מוכן לזוגיות הזו: ''היא מאוד פלרטטנית'',9988,25/07/2025 14:18
עמית  בהר,1076270, 231 מיליארד דולר: כך נראה תיק ההשקעות של קן פישר,597,25/07/2025 14:13
איציק יצחקי,1076082,כך תקבלו קרקע במתנה מהמדינה; וכמה עולים הבתים היקרים בישראל?,751,25/07/2025 14:00
אלמוג אמר,1076251,"כוכבת העל נגד ישראל: ""ילדים ברצועת עזה גוועים ברעב""",1032,25/07/2025 14:00
רעי שני,1076264,"שלומי שבת מתפרק: ""אני מזה מתנצל, אני הולך לבכות""",405,25/07/2025 13:57
יהודה רוזן,1076267,ליגת הכסף: שכרם של שחקני הליגה בישראל נחשפים - ומי השיאן?,674,25/07/2025 13:57
עמית  בהר,1076266,"המתאגרף האגדי הגיע לישראל: כך הביע תמיכה בחיילי צה""ל",391,25/07/2025 13:52
רפאל בן זקרי,1076128,AI במקום פסיכיאטר? חוקר המוח שמנסה לפתור את משבר בריאות הנפש,878,25/07/2025 13:31
אלמוג אמר,1076263,שבוע אחרי הסערה: אלו הנהנים מהתיעוד בהופעה - ומי שנשא בהשלכות ,313,25/07/2025 13:23
עמית  בהר,1076265,"עיריית ירושלים נגד המשטרה: ""השימוש בכלי הזה בלתי סביר""",273,25/07/2025 13:22
רעי שני,1076262,נועה קירל ודניאל פרץ נחשפים: הסיבה האמיתית לביטול מועד החתונה,682,25/07/2025 13:06
אלמוג אמר,1076259,הפתעה במפרץ אילת: מין בסכנת הכחדה הגיח מן המעמקים ,958,25/07/2025 12:49
רעי שני,1076261,"אנה ארונוב בחוסר אונים מוחלט: ""התחלתי לאבד את זה""",521,25/07/2025 12:42
עמית  בהר,1076260,מטורף: זו החברה שמחזיקה את'ריום בשווי של מעל 2 מיליארד דולר,372,25/07/2025 12:42
עמית  בהר,1076258,טורקיה מתדרדרת כלכלית: כך קרס המטבע המקומי,17536,25/07/2025 11:58
איציק יצחקי,1075901,"עסקאות השבוע בנדל""ן: דירת 4 חדרים ב-820 אלף שקל?",632,25/07/2025 11:56
יוסף דולגופולסקי,1076257,הדולר זו בועה שצפויה להתפוצץ: האם אלה המטבעות שיכבשו את מקומו?,999,25/07/2025 11:56
רעי שני,1076255,"גוגל חוטפת תביעה מבכירה בחברה: ""פוטרתי בגלל ישראל""",465,25/07/2025 11:52
עמית  בהר,1076254,כתב אישום: העביר כספים לארגון טרור במסווה של תרומות לילדים,541,25/07/2025 11:26
אלמוג אמר,1076252,"בן כספית קוטל: ""ז'בוטינסקי היה מוציא אותם מחוץ לחוק""",789,25/07/2025 11:25
עמית  בהר,1076253,דרמה בליכוד: חבר כנסת נוסף זומן לחקירה - אלו הפרטים שניתן לספר,524,25/07/2025 11:13
רעי שני,1076249,דרמה בבית האח הגדול: המודחות עולות למתקפה ומאשימות דיירת בגניבה,1066,25/07/2025 11:12
אפרת בבג'ני,1076191,סנדי בר בקמפיין מוסיקלי של רשת המלונות דן: דירוג הפרסומות הטובות,671,25/07/2025 10:56
רעי שני,1076250,"עופר ינאי פותח את הכיס: זה השכר המפנק שיקבל המנכ""ל החדש",3087,25/07/2025 10:53
אלמוג אמר,1076248,"הקריפטו היומי: הביטקוין ירד, זה המטבע שקרס ביותר מ-13% ",326,25/07/2025 10:45
עמית  בהר,1076247,"משרד הבריאות מזהיר: ""יש לשקול מתן טיפול מונע""",565,25/07/2025 10:34
אפרת בבג'ני,1075836,"אשת השיווק של החודש: סא""ל תמר לווים, ראש מערך ההסברה בפיקוד העורף",926,25/07/2025 10:27
אלמוג אמר,1076246,"הראשון ממוסקבה, השני ממזרח ראשל""צ: כל אחד והארגוב שלו ",241,25/07/2025 10:26
רעי שני,1076245,"מותג האופנה הישראלי קורס, גל פיטורים במשק ורמי לוי ברכישת ענק",86670,25/07/2025 10:26
עמית  בהר,1076244,"לאחר חודשים: הדולר שוב מתחזק לעומת השקל, בכמה הוא נסחר כעת?",613,25/07/2025 10:16
אלמוג אמר,1076241,לאחר המפגש ההיסטורי: אלו ההסכמות בין ישראל וסוריה ,317,25/07/2025 10:03
רעי שני,1076243,ריקול לספרייט ופאנטה בישראל: המשקאות האהובים יורדים מהמדפים,911,25/07/2025 09:53
כפיר אדר,1076227,יהודה לוי חוגג יום מאושר לאיש הנדל''ן: ''אח לחיים'',382,25/07/2025 09:47
עמית  בהר,1076242,"רייטינג: קשת ממשיכה להוביל, הישג לערוץ 14",1388,25/07/2025 09:45
רעי שני,1076240,"ארקיע מגיבה לכאוס המתמשך בנתב""ג ""עומסים כבדים, עיכובים בטיסות""",524,25/07/2025 09:42
אלמוג אמר,1076239,"אלמוג כהן מתפוצץ על 'אחים לנשק': ""ארגון טרור"" ",233,25/07/2025 09:33
כפיר אדר,1076223,"סקר מנדטים משוגע: הסערה בליכוד מרסקת את הימין, בנט דוהר",1468,25/07/2025 09:16
אלמוג אמר,1076237,בזוס מגשש: זה ערוץ הטלוויזיה שהוא שוקל לרכוש ,351,25/07/2025 09:03
עמית  בהר,1076238,סגירת חשבון: נעצרו הנערים שתקפו נהג אוטובוס בטבריה,368,25/07/2025 08:52
כפיר אדר,1076228,"רינה מצליח מאוכזבת: ''כשעושים אודישן ואתה לא עובר, לא מתקשרים''",343,25/07/2025 08:44
רעי שני,1076236,"כאוס בנתב""ג: עיכובים בטיסות ועומסים רבים בעקבות שביתה דרמטית",942,25/07/2025 08:39
אלמוג אמר,1076234,"ההסתבכות של השגריר באמירויות: ""התנהגות לא הולמת"" ",796,25/07/2025 08:37
עמית  בהר,1076235,מטען רב עוצמה נמצא ברחוב מגורים: זו העיר בה אותר,335,25/07/2025 08:31
כפיר אדר,1076221,מנכ''ל טיב טעם מרפד את הכיס: בכמה מכר 7% ממניות הרשת?,509,25/07/2025 08:24
רעי שני,1076232,"רונן צור במתקפה חריפה: ""בגדת במדינה, תשב בכלא או שתתאבד""",7279,25/07/2025 08:01
רעי שני,1076226,וול סטריט מנפצת שיאים חדשים: מניית טסלה מתרסקת ב-8.2%,450,25/07/2025 08:00
אלמוג אמר,1076231,"זעם בישראל על מקרון: ""זו חרפה וכניעה לטרור"" ",332,25/07/2025 07:53
רעי שני,1076230,"ליאו מסי סירב לשתף פעולה עם הישראלי: ""סטירה לפנים של כולנו""",16404,25/07/2025 07:44
עמית  בהר,1076229,כלי חדש: כך תגנו על ילדיכם מפניות לא רצויות ברשתות החברתיות,362,25/07/2025 07:34
אלמוג אמר,1076222,עופר ינאי צריך לדאוג? זה הרכש החדש של מכבי תל אביב ,599,25/07/2025 07:28
אפרת קרסנר,1076183,חדש על המסך: כל מה שחם ומעניין בטלוויזיה השבוע  ,286,25/07/2025 07:09
אפרת קרסנר,1076188,"האיחוד המפתיע שלא ציפינו לו: הפגישה של כוכבות ""אבא מתארס""",449,25/07/2025 07:00
כפיר אדר,1076220,אברי גלעד מודה: ''אני אנאלפבית סינמטוגרפי'' ,356,25/07/2025 07:00
כפיר אדר,1076224,בלוף הרכבים ''0 קילומטר'' נחשף: עשרות אלפי מכוניות ללא קונים,1325,25/07/2025 07:00
אלמוג אמר,1076147,"הבנק השווייצרי: זו הסיבה שהפעילות הכלכלית בארה""ב תזנק",503,25/07/2025 06:40
אפרת בבג'ני,1076203,"מתכננים לצאת לחופשה בארץ או בחו""ל? כך תגנו על הבית מפריצות",355,25/07/2025 06:20
כפיר אדר,1076219,מהפכה ברכבת ישראל: הנסיעה בקו העמוס ביותר תתקצר ל-30 דקות,673,25/07/2025 06:14
כפיר אדר,1076218,ביטוח לאומי מחלק מענקים ל-83.000 ישראלים: זה הסכום שיקבלו,922,25/07/2025 06:09
כפיר אדר,1076208,רותם סלע מגיבה לראשונה על הביקורות והשמועות: ''מדהים שזה קרה'',1339,25/07/2025 06:01
כפיר אדר,1076205,בגיל 62: השר לשעבר מקבל ג'וב חדש ויוקרתי,6799,25/07/2025 06:00
רוי שיינמן,1076138,שיגעון מניות המם - ולמה כדאי לכם להיזהר ממנו?,511,25/07/2025 06:00
דויד ויצמן,1076120,זו העיר הגדולה בה אושרה תוכנית התחדשות במתחם מרכזי,465,25/07/2025 06:00
כפיר אדר,1076210,אחרי 7 שנים: מסעדת המישלן הישראלית החליטה לסגור,388,25/07/2025 05:58
כפיר אדר,1076204,כניסת השבת: מתי השבת נכנסת ויוצאת ומה יהיה מזג האוויר?,337,25/07/2025 05:56
רויטל ונונו,1076217,"ניצול הנובה עונה ונסחט ע""י פלסטיני בדירה בתל אביב",1048,25/07/2025 04:22
רויטל ונונו,1076216,"צופית גרנט: ""יש לי אח שגר ברחוב""",1938,25/07/2025 03:30
רויטל ונונו,1076215,מתכננים לקנות רכב? זו הסיבה שתתקשו למצוא אותו בלוח יד 2,818,25/07/2025 02:53
רויטל ונונו,1076214,סערה באח הגדול: זה הדייר שביקש לצאת מהבית לאחר 66 ימים,1764,25/07/2025 01:59
יהודה רוזן,1076213,דיווח: זו הסיבה האמיתית לשיבושים ברכבת – ולא מה שסיפרו לכם,549,25/07/2025 01:49
יהודה רוזן,1076198,"מגישי ערוץ 14 מפתיעים והולמים בראש הממשלה: ""נתניהו לא יעז""",815,25/07/2025 01:38
רויטל ונונו,1076212,המטבח המנצח: זה הרגע שהביא את שי-לי שינדלר לפרוץ בבכי,2007,25/07/2025 01:07
רויטל ונונו,1076211,"רינה מצליח על הקשר עם רוני דניאל: ""אני לא יכולה לפרט כל מה שהיה""",1444,25/07/2025 00:30
רפאל בן זקרי,1076195,אינטל מנפצת את התחזיות - מדוע תפטר 15% מהעובדים?,1229,24/07/2025 23:13
כפיר אדר,1076209,בושה: המדינה הזו עומדת להכיר במדינת פלסטין,327,24/07/2025 23:01
כפיר אדר,1076202,שי לי עופרי מפתיעה את שניר בורגיל: ''מזל טוב אבוש'',14510,24/07/2025 22:57
כפיר אדר,1076197,מלון הכל כלול חדש בישראל: זו העיר המפתיעה בה נפתח,1180,24/07/2025 22:56
כפיר אדר,1076207,בשורה אדירה לנוסעי התחבורה הציבורית: השביתה מבוטלת וזו הסיבה,454,24/07/2025 22:47
כפיר אדר,1076206,האלמנה של יחיא סינוואר חוגגת: ברחה לטורקיה והתחתנה מחדש,1005,24/07/2025 22:42
עמית  בהר,1076193,הבורסה בישראל ממשיכה לשבור שיאים: זה מה שקרה השבוע במסחר,390,24/07/2025 22:28
כפיר אדר,1076201,איש הנדל''ן חוגג בענק: אלו הכוכבים שהגיעו לבר המצווה המפוארת,509,24/07/2025 22:22
רעי שני,1076200,"סקר מנדטים מפתיע: בנט גונב לנתניהו מנדטים, מספיק לראשות הממשלה?",1083,24/07/2025 22:21
אפרת בבג'ני,1076199,"מגישת ערוץ 14 זועמת על עיתונאים בישראל: ""מדובר בשקר מתוזמר""",290,24/07/2025 22:20
אפרת בבג'ני,1076142,"יפן רושמת שיא חדש: המניות זינקו לאחר ההכרזה על הסכם הסחר עם ארה""ב",265,24/07/2025 22:05
רעי שני,1076196,"מיכל הקטנה ונטלי דדון מרגשות: ""המחשבה שהם לא היו כאן בלי הסיוע""",291,24/07/2025 22:04
רעי שני,1076194,נועה קירל תורמת מאות אלפי שקלים וחושפת: זה מה שעשתה לראשונה,414,24/07/2025 21:49
עמית  בהר,1076192,אייל ברקוביץ' מסתבך? נציב פניות הציבור מגיב לתלונה,754,24/07/2025 21:30
עמית  בהר,1076190,סקר מנדטים: כך הדחתו של אדלשטיין משפיעה על מפת הגושים,1184,24/07/2025 20:50
רעי שני,1076189,ריקול לעוגות האהובות: זה המותג שיורד מיידית מהמדפים בישראל,570,24/07/2025 20:49
רעי שני,1076182,"אייל גולן יגיש תביעת ענק? ""הוא לא קיבל אישור, בוחנים את צעדנו""",1110,24/07/2025 20:32
רעי שני,1076187,"""האח הגדול"" חוטף תלונה דרמטית: ""מסר מסוכן, זה גורם למוות""",11747,24/07/2025 20:29
עמית  בהר,1076186,"מקרה מזעזע באשדוד: נער בן 17 אנס קטינה, בלש במצ""ח תיעד",654,24/07/2025 20:14
אפרת בבג'ני,1076184,אילון מאסק בבשורה למשתמשי רשת X: זה המהלך הבא של המיליארדר,255,24/07/2025 20:13
רעי שני,1076185,רכבת ישראל בבשורה איומה לנוסעים: זו התחנה העמוסה שנסגרת לתנועה,308,24/07/2025 20:10
אפרת בבג'ני,1076181,"יעקב ברדוגו נעדר מערוץ 14: ""קיבלתי אלפי הודעות, שאלו לאן נעלמתי""",5242,24/07/2025 19:44
רעי שני,1076173,"קותי סבג מתפוצץ על זוגתו בשידור חי: ""את רוצה לתת לי לדבר?""",479,24/07/2025 19:35
עמית  בהר,1076180,התקשורת הזרה ממשיכה לתמוך בחמאס: זו הדרישה החדשה מישראל,224,24/07/2025 19:33
אפרת בבג'ני,1076179,"70% מבעלי המוגבלויות בישראל הוזנחו בעת חירום: ""הפקרה קשה""",237,24/07/2025 19:20
רעי שני,1076176,אבל כבד בעולם הספורט: אגדת ה-WWE הלך לעולמו בגיל 71,603,24/07/2025 19:16
אפרת בבג'ני,1076178,"משרד הבריאות בהודעה דרמטית: ""מחלה מדבקת שיכולה להוביל לסיבוכים קשים""",551,24/07/2025 19:03
עמית  בהר,1076177,סערת הרייטינג וינון מגל: התפתחות דרמטית בפרשה - זו החלטת השופטת,1699,24/07/2025 18:57
אפרת בבג'ני,1076175,"כוכבת ""רוקדים עם כוכבים"" מתפרקת: ""בא לי שיפרגנו ויעריכו אותי""",2214,24/07/2025 18:42
עמית  בהר,1076172,"ינון מגל חוטף מהפאנליסטים של קשת 12: ""עבד"", ""דילר""",411,24/07/2025 18:38
רעי שני,1076174,מניית מובילאיי מתהפכת: מה הדאיג את המשקיעים בשיחת הוועידה?  ,2533,24/07/2025 18:34
רפאל בן זקרי,1076158,צניחה של 45%: ענקית התקשורת מחליפה את העובדים ב-AI?,873,24/07/2025 18:24
אפרת בבג'ני,1076171,"איימן עודה על ניסיון הדחתו: ""אנחנו חזקים, הם חלשים וחסרי אונים""",255,24/07/2025 18:16
רוי שיינמן,1076124,אינטל מפרסמת דוחות - האם היא תצא מהמשבר?,436,24/07/2025 18:08
רעי שני,1076170,"עידן עמדי מבקש עזרה: ""כבר תקופה ארוכה עם השיקום""",12723,24/07/2025 18:07
עמית  בהר,1076169,"סיכום המסחר בבורסה: מגמה שלילית, ישראכרט ממשיכה לרדת",390,24/07/2025 18:02
יהודה רוזן,1076168,כשהמלחמה עם איראן הייתה בעיצומה - הם סגרו עסקה של 45 מיליון שקל,493,24/07/2025 17:56
אפרת בבג'ני,1076167,מכה לטסים לתאילנד: המחוזות ואזורי התיירות שנסגרו זמנית לביקור,964,24/07/2025 17:43
יהודה לוינגר,1076163,"מנכ""ל בנק הפועלים מגיב לראשונה פומבית על הליהוק של הילה קורח",5314,24/07/2025 17:38
רעי שני,1076166,"האטליז הישראלי האהוב נסגר מיידית: ""ירוקת וחלודה, סכנת זיהום""",670,24/07/2025 17:38
עמית  בהר,1076165,"המשט של גרטה: לאחר גירוש הפעילים, זה הצעד כלפי האונייה",1284,24/07/2025 17:31
אפרת בבג'ני,1076164,כך תחסכו כסף בעת הקניות בסופרמרקט: קבלו 9 טיפים לצרכנות נבונה ,499,24/07/2025 17:21
עמית  בהר,1076162,עונש על אנטישמיות? Kneecap חוטפת מהמדינה האירופאית,266,24/07/2025 17:04
רעי שני,1076160,"רני רהב יורה לכל הכיוונים: ""נתניהו בוגד, אחיו מתהפך בקברו""",746,24/07/2025 16:57
אפרת בבג'ני,1076159,"אדל בספלוב תחת מתקפה: ""פסטיבל רזון מעוות, יש לה אחריות""",424,24/07/2025 16:47
יונתן סידון,1076161,,0,24/07/2025 16:43
דויד ויצמן,1076133,למרות הווטו שהוטל על העירייה - זו התוכנית שתצא לדרך ברמת השרון,410,24/07/2025 16:40
יונתן סידון,1076104,"זה לא מדינאי, זה ג'יהאדיסט בחליפה – הטבח בדרוזים ושתיקת הצבועים",660,24/07/2025 16:33
דויד ויצמן,1076126,בגלל הלקוחות - זו הרשת שעלולה לשנות מדיניות החזרות,470,24/07/2025 16:28
רפאל בן זקרי,1076157, במבצע בינלאומי: כך נלכד מנהל פורום הסייבר הגדול ברשת האפלה,347,24/07/2025 16:25
עמית  בהר,1076156,התפתחות בפרשת מת'יו פרי: אלו המעשים בהם הודה אחד הנאשמים,328,24/07/2025 16:21
רעי שני,1076154,"רינה מצליח ואורנה בנאי חושפות בכאב: ""איימו לשרוף ולרצוח אותנו""",1232,24/07/2025 16:16
אפרת בבג'ני,1076155,"חברת ""מקורות"" בעסקת ענק: מה רכשה ב-231 מיליון שקל?",476,24/07/2025 16:14
רוי שיינמן,1076153,המניה שמזנקת ב-13% בזכות קמפיין עם השחקנית המפורסמת,622,24/07/2025 16:10
עמית  בהר,1076152,"דו""ח חדש חושף: הישראלים רוצים AI, אך התשתיות מפגרות מאחור",282,24/07/2025 15:43
אפרת בבג'ני,1076150,"הקריפטו היומי: מגמה שלילת בשוק, זה המטבע שצנח ביותר מ-5%",294,24/07/2025 15:36
אפרת קרסנר,1076151,"קרן פלס חוגגת בהופעה של זמרת פרו פלסטינית: ""חיבקה את כולם""",482,24/07/2025 15:32
עמית  בהר,1076149,"הכלכלן הבכיר במגדל: ""רמות השיא בבורסה לא צריכות להרתיע משקיעים""",337,24/07/2025 15:24
אפרת קרסנר,1076145,"חודשיים אחרי האירוויזיון: החופשה הרומנטית של יובל רפאל בחו""ל",630,24/07/2025 15:16
אפרת בבג'ני,1076146,"ערן זרחוביץ' נפרד בכאב: ""לצערי, אבא שלי כבר לא יראה אותה""",367,24/07/2025 15:13
אפרת קרסנר,1076144,"אמנון לוי חושף את הטראומה הגדולה במשפחה: ""תמות תוך ימים""",502,24/07/2025 15:02
רוי שיינמן,1076141,רמי לוי מרים ידיים: מוותר על המהלך הגדול,1457,24/07/2025 14:53
אפרת קרסנר,1076143,בגיל 53: סשה ברון כהן עובר מהפך מטורף - כך הוא נראה היום,612,24/07/2025 14:45
טל גורן,1076140,משרד הבריאות באזהרה חמורה: זה מה שיקרה למי שנחשף לכלב,439,24/07/2025 14:42
רוי שיינמן,1073503,אילון מאסק מזהיר את המשקיעים - וכך תיראה המשך השנה של טסלה,450,24/07/2025 14:39
טל גורן,1076139,מכה נוספת לבני גנץ: זו חברת הכנסת שעוזבת את מפלגתו,388,24/07/2025 14:19
אפרת קרסנר,1076136,"כוכב ""ארץ נהדרת"" משתף בכאב: ""לא יכול לדמיין את גודל הפחד""",267,24/07/2025 14:06
רוי שיינמן,1076137,מניית מובילאיי מזנקת - זו התחזית החדשה לשנה כולה,797,24/07/2025 14:05
טל גורן,1076132,אסון ברוסיה: מטוס ועליהם 49 נוסעים התרסק במזרח המדינה,183,24/07/2025 13:55
אפרת קרסנר,1076135,רגע לפני החתונה: נועה קירל חושפת את השם שחלמה לתת לתינוק שלה,651,24/07/2025 13:31
יהודה רוזן,1076134,"בשורה משמחת לטסים מנתב""ג: קו טיסות חדש ליעד האהוב והפופולרי",391,24/07/2025 13:29
ירון שמאי,1076130,בשורות משמחות לישראלים: החברה האהובה שחוזרת - ובגדול ,252,24/07/2025 13:14
אפרת קרסנר,1076129,"כוכבת ""האח הגדול"" נחשפת ויוצאת לדרך חדשה: ""כולנו על הרצף""",440,24/07/2025 13:04
רפאל בן זקרי,1076118, סם אלטמן נגד גוגל: הקרב על כלי ה-AI מגיע לשיאו?,463,24/07/2025 12:54
אפרת קרסנר,1076127,נועה קירל שוברת שיאים: זה הסכום הענק שגייסה למתי כספי,1255,24/07/2025 12:47
רוי שיינמן,1075997,האנליסטים הבכירים: זה מה שיקרה למשקיעי מדד ה-S&P 500,2749,24/07/2025 12:39
אפרת קרסנר,1076125,"כוכבת ""הזמר במסכה"" ושחקנית התיאטרון יככבו בסדרה החדשה בכאן 11",523,24/07/2025 12:28
רוי שיינמן,1076107,החברה הישראלית מגייסת 100 מיליון שקל - וזו חברת הביטוח שמשקיעה,264,24/07/2025 12:25
רוי שיינמן,1076123,"חברת הנדל""ן קופצת ב-9% - זה הסכום שהשקיעו בה",626,24/07/2025 11:51
טל גורן,1076121,דרמה באשדוד: מדוע עלתה דרגת אבטחתו של ראש העיר לגבוהה ביותר?,375,24/07/2025 11:48
ירון שמאי,1076119,בשורות מדאיגות לנהגים: זו החסימה שתתקיים בנתיבי איילון ,387,24/07/2025 11:37
טל גורן,1076117,משרד החוץ באזהרה דרמטית למטיילים הישראלים: יש להימנע מלהגיע ליעד זה,547,24/07/2025 11:36
רפאל בן זקרי,1076116, פורטנייט במתקפה נגד רשות התחרות: המשחק הפופולרי יחזור לאייפון?,345,24/07/2025 11:15
טל גורן,1076115,"ברק סרי תוקף את נתניהו: ""הוא מסית, ראש מכונת הרעל""",1741,24/07/2025 11:08
רוי שיינמן,1076112,המניה הזו מזנקת ב-11% - ומפילה מניה אחרת ב-6%,484,24/07/2025 10:45
טל גורן,1076113,במטרה להתמודד עם איומים עתידיים בגבול הצפון: זה הפרויקט שמקדם משרד הביטחון,204,24/07/2025 10:43
רפאל בן זקרי,1076114, אמזון מאזינה לכם? זו חברת ה-AI שתגייס לשורותיה,283,24/07/2025 10:36
ירון שמאי,1076111,"גם אם עמלות העו""ש יפוקחו, הציבור ישלם ביוקר לבנקים | מתן חודורוב  ",1446,24/07/2025 10:22
רוי שיינמן,1076110,חברת האנרגיה הישראלית מתרחבת ברומניה - זה המהלך שעשתה,356,24/07/2025 10:17
צוף צימרינג,1076109,דרמה באח הגדול: לאחר הריב הסוער - זו הכוכבת שגרפה קמפיין נחשק,581,24/07/2025 09:58
טל גורן,1076108,"פיגוע דריסה בכניסה לכפר יונה: 7 פצועים, מצוד אחר המחבל",201,24/07/2025 09:55
צוף צימרינג,1076101,"שי לי עופרי: ""זה לא מזל טוב שנשפך לי על החולצה?""",326,24/07/2025 09:44
כפיר אדר,1076106,מהלך חשוב בישראכרט: מנכ''ל קבוצת דלק נכנס לדירקטוריון,757,24/07/2025 09:44
טל גורן,1076103,רייטינג: האח הגדול בניצחון משכנע על רוקדים עם כוכבים,2307,24/07/2025 09:37
אלמוג אמר,1076102,במאות מיליוני דולרים: חברת הפינטק הישראלית יוצאת בהנפקת ענק,206,24/07/2025 09:34
דויד ויצמן,1076105,כמה כסף שווה אייל ברקוביץ'? ,0,24/07/2025 09:31
כפיר אדר,1076099,הכוכב בן ה-17 של אייל גולן מתרגש: ''קיבל אותי בזרועות פתוחות'',565,24/07/2025 09:23
צוף צימרינג,1076100,,0,24/07/2025 09:20
דויד ויצמן,1076087,קבוצת הכדורגל משתוללת: רכש ענק ב-300 מיליון יורו,722,24/07/2025 09:19
יוסף דולגופולסקי,1076048,מטבע הקריפטו הזה צפוי להכפיל את הערך שלו בקרוב,637,24/07/2025 09:15
רפאל בן זקרי,1076097, נזק של מאות מיליונים? חברת הענק שנפרצה מפנה אצבע מאשימה,324,24/07/2025 09:13
